index,Country,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services,Male to female births,Gender enrolment ratio pre-primary,Gender enrolment ratio primary,Gender enrolment ratio secondary,Youth unemployment rate gender ratio,At least some secondary education gender ratio,Total unemployment rate gender ratio,Share of female employment in nonagriculture,Share of seats held by women in parliament,Share of seats held by women in local government,Share of hour women spent on unpaid domestic chores and care work,Time spent on unpaid domestic chores and care work gender ratio,Old-age pension recipients gender ratio,Share of women married by age 18,Share of female in STEM tertiary education programs,Share of female STEM tertiary education graduates,Female share of employment in senior and middle management,Women with account at financial institution or with mobile money-service provider,Days of mandatory paid maternity leave,Share of violence against women ever experienced by intimate partner,Share of violence against women ever experienced by nonintimate partner,Share of skilled labour force,Ratio of education and health expenditure to military expenditure,Gender Inequality Index,GII Rank,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male
9680865,Greece,0.888,82.24,17.90792,10.55207,30154.63438,33,0.963041817949673,2,0.8688047753430154,0.9021464687719487,84.672,79.803,17.451,18.071,10.2908,10.7884,24061.739303709426,36475.589288256844,99.07,99.26,64.82849046,74.3543,99.55348,104.49627,136.60257,1.37421,98.70503,..,74.38447,11.56621191,-1.6228,30123,72.9521,71.0702,13.621123453353935,54.789,42,9.38027,..,..,457.4143948,451.3703438,451.6327416,25.796,100.0,100,90,1.07,1.0134838241218438,1.0002947580979362,0.9429743500250047,1.0484368632473657,0.8471491636898957,1.6288842852915062,41.56059,20.66666667,..,17.5,2.624998687500656,..,..,20.21984,40.08756,29.77,84.53689575,119,19,1,81.3215,..,0.116,29,3,7.223,20.66666667,62.01142044,73.20012,44.168,59.779
9680866,Cyprus,0.887,80.98,15.16887,12.17123,38206.84049,32,0.9790503054886733,1,0.8764220739241164,0.8951757320443998,83.032,78.921,15.39407,14.94421,12.07645,12.26718,31880.869915379466,44532.59995158062,99.83831,99.80454,81.77329,83.71259,99.30669,100.33255,75.94081,1.24364,93.10108,6.29136,142.643,16.01251486,-51.17312,3939,84.4336,84.5601,13.49806818028535,19.509,34,12.03922,..,..,424.3582471,450.6829941,439.0082497,11.06,100.0,100,75,1.07,0.9883987828277897,1.0010818669408443,0.9843987401177317,0.8402569088444994,0.9542979505019914,1.2403787416004888,46.2347,17.85714286,..,..,..,0.768,..,8.94746,38.26274,26.99,90.01422119,126,15,2,84.9979,9.056131,0.086,21,6,4.582,17.85714286,79.93714,83.76539,57.835,68.346
9680867,Lithuania,0.882,75.93,16.63731,13.07721,35798.67041,35,1.0299156308783952,2,0.8941914162315672,0.868218123332033,81.371,70.294,17.07771,16.21226,13.10024,13.048,30987.27641913539,41389.08703570246,99.86662,99.84547,95.88641947,88.18839,103.87475,108.40176,72.41746,1.5566,90.75077,4.00847,150.5807,4.247603028,-3.64603,2825,79.7226,79.8985,12.688551504697287,63.528,64.3,13.51703,..,..,475.8734797,481.1911884,482.0670127,9.152,100.0,92,91,1.06,0.9897306003176044,0.9997255716143059,0.95846285295462,0.859550986469121,0.9677819864375256,0.98515625,51.47251,21.27659574,29.36,..,..,1,..,12.304,29.59471,38.59,81.01387024,126,24,5,96.4468,7.202519,0.124,34,8,10.854,21.27659574,94.29903,97.43829842,56.538,67.74
9680868,Poland,0.88,78.73,16.30117063,12.47232,31622.55302,34,1.0071102297898131,1,0.8801142643742882,0.8739006300809501,82.587,74.814,16.8762,15.32266,12.49645,12.44323,24826.791732612437,38850.140798084045,99.81581,99.77874,85.7883782,81.14455,100.0159,109.93363,67.82744,6.10564,98.6012,4.63931,106.2425,1.73138993,2.51625,19622,77.5417,77.304,12.784915775488004,23.788,65.4,10.18051,100,100,511.8556954,515.6478747,511.0355619,16.059,100.0,99,93,1.06,0.9870606941505731,1.0005757698984656,0.9674607780449255,1.0164105235738474,0.9394169284995181,1.018282066163668,45.22657,27.85714286,26.93,17.6375,1.840435422760147,0.995,..,15.25344,43.36165,41.15,87.96221924,140,13,2,95.1002,5.761336,0.115,28,2,10.538,27.85714286,83.14769421,88.50989554,48.629,65.459
9680869,Andorra,0.868,81.91,13.30023874,10.50176,56000.30336,36,..,..,..,..,..,..,..,..,10.43894,10.56401,..,..,..,..,72.32676,..,..,..,..,30.73491,94.45848,3.22691,..,58.46620518,-215.9322,3042,91.5675,90.2708,13.765012385443464,33.333,..,10.49757,100,100,..,..,..,..,100.0,91,100,..,..,..,..,..,0.9748742426007049,..,..,46.42857143,35.8,..,..,..,..,4.54545,66.66667,..,..,..,..,..,..,..,..,..,..,..,46.42857143,71.48419414,73.32658,..,..
9680870,Latvia,0.866,75.29,16.16769,13.03085,30282.39353,37,1.035955000686093,2,0.8792878734840571,0.8487703354892074,80.012,70.233,16.84802,15.5158,13.44749688,12.55110471,25757.886473601397,35584.27549062458,99.86,99.78,100,95.61825,99.36784,110.72325,88.05743,3.56049,97.74502,4.71957,119.7301,12.4435228,1.00466,1946,83.5772,83.9624,12.583590900374809,31.905,54.9,11.53684,100,100,478.6986742,496.1263306,487.2505882,7.143,100.0,95,86,1.07,0.9938806306935702,1.0019330320731221,0.9901520948841694,0.7496020836347852,1,0.7602268124746862,51.96999,30,34.01,..,..,1,..,10.24201,31.133,43.54,92.54244232,112,32,7,92.5467,7.441581,0.176,41,19,16.171,30,100,100,55.721,68.383
9680871,Portugal,0.864,82.05,16.53579,9.26347,33966.82756,38,0.9883174104291926,1,0.8582876104996814,0.8684331586620094,84.853,79.032,16.47511,16.59802,9.36642,9.14325,28937.20115733325,39571.33834895912,99.70156,99.62657,54.30303,93.88086,106.18313,119.91319,63.93581,..,..,4.88294,87.64121,8.685172685,2.35039,16186,74.661,73.0328,14.082686423083047,51.24,34.5,12.35346,100,100,491.8007851,492.4874062,491.6773285,11.848,100.0,95,85,1.06,0.9853416361367809,0.9668375063660711,0.9803026913227204,1.2099000475963826,0.9826925855546604,1.20947240118405,49.87154,38.69565217,..,17.81135,1.7391518737672584,0.7719112988384371,..,18.97023,37.76102,36.97,90.62212372,..,19,1,56.5709,7.748872,0.075,17,8,8.38,38.69565217,53.86539,54.81408,54.195,64.082
9680872,Slovakia,0.86,77.54,14.48704,12.69315651,32113.04569,39,0.9918148051098387,1,0.8550288152802001,0.8620851502468849,80.96,74.02,14.99228,14.00465,12.57560517,12.75176026,24617.901411793257,40014.435239373066,..,..,99.2805,95.21526,98.73205,91.06786,46.63439,1.14839,88.06135,3.90267,185.2499,3.444814956,-13.86753,2256,80.6603,80.5929,12.8368566326301,34.156,57,15.53919,99.7,99.9,457.983967,486.1648542,464.0475782,11.798,100.0,100,83,1.05,0.9830062345156511,0.9942279134871795,1.012115536663068,1.399178993559346,0.9920637999999999,1.2253716551040634,45.58363,20,25.91,..,..,1,..,11.90626,35.22112,33.3,83.13398743,238,23,4,95.6005,9.848937,0.191,45,5,25.684,20,99.20638,100,52.182,67.442
9680873,Hungary,0.854,76.88,15.20418,11.96329,31328.80599,42,0.9807894581244346,1,0.8442751144582097,0.8608117751109585,80.289,73.244,15.52508,14.89364,11.74955,12.21046,23170.165248187714,40316.33240913051,99,98.69,97.37776958,82.28416,100.80547,103.48996,48.50038,2.6253,96.63826,4.71078,162.9805,5.287144778,5.69755,17552,76.0744,74.8465,12.817980570155928,34.075,70.1,10.76744,100,98.7,475.9866722,481.0826364,480.9116939,6.024,100.0,90,96,1.06,0.9644829436873336,0.9941892361093937,1.0014533402361354,0.8439848037146475,0.9792667000137613,1.0447313119183428,46.48881,12.56281407,30.51,16.57483,2.1648842379137485,1,..,12.17252,31.6804,35.9,72.15751648,168,21,3,88.824,11.58265,0.233,51,12,23.979,12.56281407,96.40590548,98.44703744,48.469,65.503
9680874,Saudi Arabia,0.854,75.13,16.13575,10.22517,47495.42697,40,0.8960899029569535,5,0.791461274258187,0.8832386925089674,76.759,73.935,16.01491,16.23254,9.75244,10.522,16511.711975393875,70180.9119858063,99.28044,99.32152,68.84821,21.23175,99.7699,110.08628,68.03989,30.43672,80.94371,..,62.16307,38.29268068,-0.35493,15334,93.31,91.4001,13.476336401796596,26.117,22.4,13.81495,100,100,399.1516582,373.2388056,386.2461449,3.016,100.0,..,78,1.03,1.048686266566352,1.0114525837912807,0.9434357695469137,2.9675777195670436,0.8950737532276255,7.665164644714039,13.37663,19.86754967,1.14,..,..,..,..,14.65023,36.822,..,58.17010498,70,..,..,58.66,1.102724,0.252,56,17,7.324,19.86754967,64.78652,72.38120855,22.115,78.372
9680875,Bahrain,0.852,77.29,16.25482,9.5192,42521.70451,41,0.9217169324821973,4,0.805511835617748,0.87392539643217,78.423,76.436,16.6709,16.09411,9.08769,9.72027,19059.247863402634,55564.603111811884,99.30134,99.97614,72.34712,53.66259,99.36305,98.59907,50.4819,2.7639,98.21914,2.32721,151.4049,45.16047069,-0.50331,12045,98.6434,98.5041,13.561317290508546,9.257,17.4,11.92315,100,100,..,..,..,1.081,100.0,99,96,1.04,1.034321126986806,0.9878741947707463,1.0613525629752856,7.8082802547770696,0.9155587209865383,19.753333333333334,19.78424,18.75,13.33,..,..,..,..,10.46481,41.21339,..,75.40673828,60,..,..,19.27,1.612034,0.212,49,14,13.368,18.75,68.06703,74.3448,44.96,87.174
9680876,Chile,0.851,80.18,16.44755,10.58295,23261.29726,43,0.9627589312244506,2,0.8325276348416307,0.8647311469578477,82.442,77.771,16.67013,16.23049,10.47589,10.7104,16397.96495008529,30321.884984345852,99.01156,99.00582,79.64660737,81.76367,101.43016,101.83142,88.46442,0.45466,99.25933,5.40274,56.76179,4.959846535,-0.90993,5723,82.3275,80.7228,13.63863310222192,25.912,20.6,17.79358,..,..,452.2725542,417.4065563,443.5825634,22.694,100.0,99,77,1.04,0.9818317840929351,0.9715771610933113,1.0038111570079213,1.1679030522679654,0.9587462153212107,1.1595904847937368,43.83626,22.72727273,24.86,22.10355,2.243113428509959,1.593959731543624,..,6.7635,18.82858,28.29,71.27378845,126,..,..,71.2648,7.432401,0.247,55,13,41.052,22.72727273,77.77333,81.11983,51.798,73.975
9680877,Croatia,0.851,78.49,15.22672,11.44932,28069.84837,44,0.9900189694790634,1,0.8484817587070592,0.8570358597810712,81.59,75.296,15.95024,14.53507,11.09893,12.17293,23775.240506791688,32688.748476732333,99.73572,99.71204,95.84457776,70.04889,96.47103,99.40242,67.86556,2.95915,96.63524,4.55695,102.8498,12.54345927,-5.26118,16645,72.6888,70.8541,13.28284095879666,29.996,55.4,13.50611,..,..,478.9891523,464.2042728,472.3626195,7.271,100.0,90,58,1.06,0.9836173345620438,1.0012382165615668,1.0485849125581352,1.5390700233869858,0.971286977339089,1.5860550458715597,46.26877,20.52980132,26.39,..,..,..,..,17.62704,38.91309,24.27,82.69694519,208,13,3,91.7963,6.733148,0.116,29,8,8.681,20.52980132,94.62314444,97.42037796,45.446,57.49
9680878,Qatar,0.848,80.23,12.03595,9.73144,92418.23036,45,1.0296748037406314,2,0.8659822850362833,0.8410250322629229,82.01,79.142,14.09975,11.34201,11.28132,9.36681,45338.14106792162,107833.0288902143,96.11466,94.0699,68.15886188,60.26741,103.84244,..,17.86992,3.80578,96.63074,2.86383,86.54736,78.73005829,14.42274,1819.3,99.6528,99.79,13.133575184079959,24.852,12.5,12.1676,100,100,407.0917923,414.2287179,419.1271549,0.144,100.0,96,96,1.05,1.0121674071250244,1.0102611276739784,..,9.767857142857142,1.1487669927429474,11.675675675675675,13.76672,9.756097561,..,8.19444,3.6875016875016873,0.35807860262008734,4.2,15.9292,47.57709,..,61.56953049,50,..,..,43.87,4.21944,0.185,43,9,9.922,9.756097561,76.09473255,66.24035425,56.811,94.73
9680879,Argentina,0.845,76.67,17.6542,10.94060102,21190.17661,46,0.9934519494449829,1,0.8348963927461835,0.8403993703093738,79.995,73.242,18.90873,16.43111,11.12250031,10.72909751,14872.167052348404,27825.756947878974,99.75765,99.24183,57.15751,76.08473,109.74146,108.7336,89.95852,5.99562,86.0786,5.46223,32.39367,4.941593447,2.54228,6942,74.2949,73.492,12.7818130527657,39.901,49.9,17.22969,40,54.9,401.503109,379.4538169,404.0714449,21.805,100.0,..,..,1.04,1.0142111129007645,0.997967248023415,1.042451904168767,1.2906295431516805,1.0790342431624202,1.2223838836038052,42.44154,39.87730061,..,23.41864,2.532128105875484,..,..,9.14261,43.46254,33.14,50.75725174,90,26.9,12.1,66.9257,17.03761,0.328,75,39,62.782,39.87730061,59.16116,54.82788,50.721,72.73
9680880,Brunei Darussalam,0.838,75.86,14.31391,9.14,63965.09279,47,0.9807064034458567,1,0.829894797751232,0.8462214530620725,77.106,74.728,14.78208,13.88855,9.134,9.166,54385.93399673991,72834.57072538676,99.78966,99.63516,70.20271062,64.79933,103.15162,93.48278,31.39258,4.59434,98.39909,4.42541,108.5097,25.53538664,-24.83395,278,94.6,94.6,12.231065414616694,16.09,28.5,9.89521,..,..,408.0699439,430.1129622,430.9843766,6.035,100.0,..,..,1.06,1.0100444948808323,1.0083277973989138,1.0234212283462931,1.0277702884874629,0.9835539572142262,1.162247770999531,42.8409,9.090909091,..,..,..,..,..,33.74094,54.3399,32.26,..,91,..,..,78.7694,1.970313,0.255,60,31,10.272,9.090909091,69.52,70.68244654,57.787,71.028
9680881,Montenegro,0.829,76.88,14.99968,11.58926489,21399.24713,48,0.9661920538769245,2,0.8142015728441213,0.8426912326354487,79.303,74.441,15.37342,14.6553,10.93444252,12.29348194,17517.90711762671,25367.787479649596,98.97,99.23,91.618581,69.3313,100.00255,89.87782,56.08097,0.90129,98.09353,..,109.4539,11.30071164,..,2077,71.5173,71.7128,12.350597425744835,27.557,38.6,..,..,..,421.0575734,429.6115428,415.1722314,13.257,100.0,94,..,1.07,0.9024436920804446,0.9549221216112285,1.013840414628937,0.8088186606471031,0.8958811800807892,1.1057996485061512,43.56062,28.39506173,27.77,..,..,..,5.8,..,..,28.2,67.57224274,45,17,1,92.0116,..,0.109,26,6,9.313,28.39506173,87.96299899,98.18601054,46.484,62.778
9680882,Romania,0.828,76.05,14.25988,11.0708,29497.23164,49,0.9913810337527182,1,0.8237000206149322,0.8308611851257072,79.525,72.609,14.69678,13.85499,10.76149,11.40741,24432.831136255216,34845.53965639217,99.43968,99.41938,90.78313091,83.96366,85.15087,91.25939,49.38187,5.95006,91.6668,2.97411,84.55987,2.38865263,-1.51751,11720,70.6813,69.6146,12.133239098206538,29.807,68.9,19.33481,..,..,427.7031458,429.916827,425.7612272,23.722,100.0,82,77,1.06,1.0013431231558125,0.9867215205248665,1.0037089729107869,0.9635167081975593,0.942240997141066,0.7791941725472343,43.34405,19.56989247,12.51,19.02778,2.029629866666667,1,..,20.25356,41.21575,34.19,53.59091949,126,24,2,81.6709,5.677497,0.276,61,19,36.211,19.56989247,88.15230784,93.55600967,45.315,64.736
9680883,Palau,0.826,73.93,15.7967036,12.49143,19316.97453,52,..,..,..,..,..,..,16.29732914,15.29607806,..,..,..,..,99.17051,98.24561,97.1231,71.64592,112.56868,116.48511,..,..,..,..,123.2981,28.13194136,..,106,..,..,12.293020263159482,14.205,..,..,..,..,..,..,..,..,100.0,..,..,..,1.1706075193964671,0.8793965173779167,1.109226835714784,..,0.9954570635639175,..,..,13.79310345,..,..,..,..,..,..,..,35.54,..,..,25.2,15.1,92.5285,..,..,..,..,..,13.79310345,96.88915,97.33132,..,..
9680884,Kazakhstan,0.825,73.6,15.61293,11.8949,22857.46082,53,0.9802664241755157,1,0.8070648346015826,0.8233117188323472,77.669,69.23,15.7794,15.11553,10.85906734,11.92241205,16791.133203029807,29295.812776564162,99.85091,99.94014,99.45866,62.48212,104.37133,113.22753,61.74976,0.83007,98.4866,2.75095,64.4315,19.97450654,-11.30445,8789,78.9039,77.8547,12.20377003202745,39.8,60.6,17.21457,..,..,386.9092746,423.146133,397.1048352,23.154,100.0,90,..,1.07,1.0192219124406356,1.0180112177230476,1.0097837926816338,1.0872591006423984,0.996404190935936,1.3038701622971287,48.56214,22.07792208,22.19,17.91667,3.0352935396541967,..,7,14.12977,31.63234,..,60.28655243,126,16.5,1.5,80.8,6.64625,0.19,44,10,29.75,22.07792208,99.29102,99.64934,62.675,75.529
9680885,Russian Federation,0.824,72.58,15.02735,12.17244258,26157.04711,49,1.0066508971738939,1,0.8229071431790637,0.8174702327185336,77.785,67.148,15.25936,14.80511,11.9142,12.0751,19693.99509009639,33639.838342489034,99.74909,99.64997,95.925678,86.78778,102.58246,103.38481,81.90931,2.78226,97.72145,3.74303,49.07407,7.97996776,3.29558,24551,80.8647,80.0784,12.644806276281306,40.139,71.2,21.25883,..,..,478.5019341,487.7865391,477.71768,5.35,100.0,76,61,1.06,0.978503962046808,0.9953045223174758,0.9751786752404792,1.1101138211382116,1.0061182639235773,0.9491597532439907,49.59273,16.4516129,..,18.40278,2.2649575384615384,1,..,..,..,39.75,76.13137054,140,..,..,96.0979,1.652206,0.225,50,17,20.699,16.4516129,96.31389491,95.72820449,54.822,70.248
9680886,Belarus,0.823,74.79,15.40479,12.30584324,18546.48713,49,1.0066083723479982,1,0.8239285471938109,0.8185194657897874,79.572,69.652,15.66329,15.15881,12.2265,12.3852,14911.384022744807,22720.738736564595,99.87,99.83,92.2168,98.8549,100.50021,102.43953,87.42909,1.73314,98.77213,4.79499,133.346,11.31346278,-1.15631,11501.6,79.1299,79.0091,12.096825163797774,51.905,108.3,19.23259,87,91.3,473.7884472,471.8651445,471.2636809,3.287,100.0,95,81,1.06,0.9640427709728471,0.9977271932133256,0.9858633517442549,0.6664061142956401,0.9434706854717688,0.5785837651122625,51.63307,34.93975904,48.2,19.16667,2.014598655229354,..,5,15.37994,27.41609,..,81.33817291,126,..,..,98.63,9.222832,0.118,31,2,14.507,34.93975904,87.23838181,92.46538674,57.738,71.759
9680887,Turkey,0.82,77.69,16.60266555,8.10682,27700.89481,54,0.9239286215250176,4,0.7835054024993082,0.8480150784874163,80.563,74.724,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.62920026884,99.58643,99.90791,60.34626,32.73927,93.15498,105.99227,..,0.0848,94.64766,..,61.3945,7.044056238,0.85927,45768,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,..,..,465.6316657,453.5077774,468.299618,27.043,100.0,..,65,1.05,0.955023094722717,0.9898738558017839,0.9529248319596574,1.3110529023808408,0.6943631851128508,1.3631609529343405,28.9384,17.44966443,10.14,19.15117,5.167960601767524,..,14.7,14.23709,34.68608,17.46,54.29382324,112,38,..,46.3447,..,0.306,68,17,26.559,17.44966443,50.15919,72.23768638,34.013,72.586
9680888,Uruguay,0.817,77.91,16.83564,8.92573,20063.64222,56,1.0161750582009685,1,0.8142671443145796,0.801305973555535,81.478,74.119,17.1074,15.1415,9.19095,8.62677,15444.871229974346,25008.270904278383,99.16599,98.60475,56.83214,93.38856,108.45944,120.22431,63.12577,11.44186,84.46481,4.8403,41.0301,2.353791481,..,3469,68.2797,64.2392,13.000619126486013,50.794,24.3,11.0193,100,100,427.1176182,417.6616173,425.8126766,24.32,100.0,..,..,1.05,1.0040957407429265,0.9839101768323634,1.1094072507240988,1.3309686681868087,1.0778977786784054,1.496489750070205,46.74003,20.93023256,26.13,19.87475,2.372430282498824,1.041554959785523,24.6,12.18947,43.96355,35.18,60.62883759,98,16.8,..,26.0815,7.144876,0.288,62,17,58.727,20.93023256,58.83082,54.57922,55.579,73.324
9680889,Bulgaria,0.816,75.05,14.41442,11.36009,23324.6574,55,0.9946854591719437,1,0.8130032114518209,0.8173470356434387,78.665,71.55,14.64193,14.20139,11.46954,11.23978,18453.147437628228,28482.73511572628,97.65106,98.06693,95.49784429,76.96318,89.33377,98.18347,71.03066,5.52786,46.67097,4.07685,123.7231,2.407330504,-4.4742,9273,64.782,63.4094,11.951362534446952,40.332,74.5,15.20744,..,..,419.8440061,436.0405711,424.0735829,7.794,100.0,97,64,1.06,0.9831603044325821,0.993885056927341,0.9734732924200501,0.8809040857722399,0.9793895548260407,0.8522654069143225,47.48169,25.83333333,27.15,18.47222,2,1,..,12.4616,36.87189,39.25,73.63685608,410,23,6,87.894,7.377012,0.206,48,10,39.86,25.83333333,94.43896,96.42635,49.239,61.983
9680890,Panama,0.815,78.51,12.90561,10.24,29557.66834,58,1.0190276248713592,1,0.8260859559955009,0.810661002541305,81.756,75.421,13.46866,12.35793,11.176,9.966,24049.6835810293,35049.00300494913,98.87429,99.3122,72.203737,62.23504,94.38599,76.13718,47.79936,14.0387,77.3101,..,89.39215,4.358287026,..,1785,57.8651,52.4708,13.479469909852714,15.687,22.5,21.96162,..,..,376.9713167,352.8462557,364.6237724,34.218,100.0,..,..,1.05,1.0239597869244106,0.9788314652593174,1.0567647353045884,1.891991570073762,1.0913828843634887,1.6186359269932755,42.69813,21.12676056,9.01,17.95164,2.3708424900684646,..,26.4,10.25131,43.22296,43.54,42.33934402,98,14.4,..,54.1717,..,0.407,94,52,81.828,21.12676056,74.83046639,68.56481576,53.428,79.906
9680891,Bahamas,0.814,73.92,12.89945,11.43692,33747.21264,58,..,..,..,..,76.081,71.659,..,..,11.6894,11.3766,27560.00169327545,40294.93824031322,..,..,88.43801823,34.52118,81.36117,69.47309,..,35.1642,97.16849,..,77.3504,16.16557376,..,1633,85,..,12.435775905629832,20.068,29.6,19.44891,..,..,..,..,..,14.066,100.0,..,..,1.06,1.0814896073416198,0.9950677443378003,1.063748045307423,1.3583854242380191,0.9674278813271683,1.084328882642305,48.153,21.81818182,..,..,..,..,..,..,..,..,..,91,..,..,..,..,0.341,77,70,30.001,21.81818182,88.01810676,90.98156923,68.086,81.581
9680892,Barbados,0.814,79.19,15.39288672,10.64244442,14935.90942,60,1.008056712575181,1,0.8157027221264797,0.8091833643393793,80.482,77.814,16.8022377,13.98353575,10.9608034,10.335477,12655.9004537177,17370.23162955362,99.9,99.92,93.15092836,86.82879,99.35135,103.7039,..,6.62534,95.84753,4.65652,83.69167,12.12681822,3.85637,680,81.7608,..,12.46198358436562,24.843,59.7,13.9917,..,..,..,..,..,15.841,100.0,..,..,1.04,1.0211623994044765,0.9632798413306468,1.0391976610977676,1.115427535221091,1.025813449023861,1.0713426853707415,49.66258,29.41176471,..,..,..,..,29.2,..,40.50279,..,..,84,..,..,..,..,0.252,56,27,33.55,29.41176471,94.58,92.2,61.693,69.079
9680893,Oman,0.813,77.86,14.18214,9.731845912,25944.07218,56,0.9356256026877761,3,0.7682962791017042,0.8211578187841545,80.343,76.127,14.97261,13.70651,10.6469,9.3706,7959.235462523995,35201.07908152768,98.97943,98.35663,66.63262711,52.21419,103.39206,106.66599,38.03621,1.8595,98.35268,4.97011,100.6861,45.95442078,-9.31164,2301,80.1856,74.028,12.442214034162092,20.031,14.7,9.67394,100,100,..,..,..,2.633,100.0,90,..,1.05,1.0537960472723664,1.1006717294575192,0.923305933981129,3.724283750925045,1.1531506907414957,9.002267573696146,12.03726,9.88372093,3.47,18.88889,2.5185186666666666,..,4,41.00775,55.73442,..,63.52985382,50,..,..,..,0.6989001,0.306,68,19,13.056,9.88372093,73.4094,63.65985,30.986,89.895
